,BTC,ETH,SPY,TLT,GLD,USD,XLE,XLF
2016-01-05,-0.0026114880987264666,-0.004509261587461122,0.001691355739052769,0.0028185529910356166,-0.004034564644561867,0.005360561996294644,0.0038142544800394695,0.003851053611938937
2016-01-06,-0.006609362115668649,0.0007198666352339345,-0.012614189900842843,0.014440762350867997,0.013475506495991718,-0.002213291924807903,-0.038493277107984225,-0.015345219652569964
2016-01-07,0.06744967375829591,-0.00931262225774565,-0.02399157075113889,0.014139709399294764,0.001794609897015853,-0.009679361580144707,-0.024398659192918837,-0.028138558499331112
2016-01-08,-0.010518532900320121,0.047541148932330524,-0.010976577424965939,-0.004427708091822691,0.004478487604361314,0.003257989114713755,-0.0128566318761969,-0.015590153393571837
2016-01-11,-0.010595066265371544,0.07581255972654755,0.0009900085619998222,-0.008894799760520211,-0.010943567343074445,0.001928175762542672,-0.021409469746183407,0.0013574527951287774
2016-01-12,-0.028405912976769532,0.07479276563677462,0.008068310066281281,-0.005060137388834152,0.014425001852477637,0.002430850355609415,0.0023701198127938916,0.007681804818307825
2016-01-13,-0.007617801612991748,-0.013847502191060457,-0.024940626560566947,0.004893984653210337,0.009857002939261728,-0.00040417212320875695,-0.024008725096663186,-0.02600892724967474
2016-01-14,-0.004775995592784854,0.05722538215428363,0.01641683426715268,-0.016233809757639994,-0.009360734370285617,0.0016172650583370363,0.043048851655977494,0.00874772096800247
2016-01-15,-0.15332113891044985,0.015484326532670956,-0.021466134915907764,0.010289314914859515,0.015587145129483115,-0.0013119109720691746,-0.028944125625332218,-0.022364213486276707
2016-01-19,0.04341654501126535,0.13524722477462925,0.0013311325448583933,-0.000960784707550344,-0.0031013867964090336,0.0003031404564914908,-0.021527105828759274,-0.0004668488535457538
2016-01-20,0.10543504091989075,0.11698349849422862,-0.01281507866317233,0.013367949074563512,0.010529672051670547,0.0010101876581380953,-0.026513723943602185,-0.01961702926587039
2016-01-21,-0.023720385834128388,0.014198796203209296,0.00560198534400036,0.001138797703897687,-0.006788763879695292,-0.0003027427632006363,0.031099103652994398,-0.004287714346566274
2016-01-22,-0.06768842708761469,-0.03366439877186089,0.020515302270975866,-0.004644969889963546,-0.003815000461753648,0.005148416604076722,0.044211325648721767,0.018181752819248498
2016-01-25,0.024141704672079767,0.6647704943148134,-0.01511654848954247,0.010285731724330338,0.005425245931415468,-0.0021090598083387535,-0.04664517779917432,-0.02020679139027548
2016-01-26,0.0010900527047714714,-0.08918604232435878,0.013643133483909997,0.011406476843766722,0.00047615608305595636,0.0,0.03782465486106146,0.01678663339527331
2016-01-27,0.007188444031215768,0.049280213673523976,-0.010883239214735552,0.0037282274439893737,-0.00023793447700826142,-0.004629620386946032,-0.00471445383566238,-0.003773658879755004
2016-01-28,-0.037174747976112865,0.05775051809675347,0.005209141030690478,-0.010678814187088714,0.0014280071465120336,-0.003943370916393629,0.030424521811117433,0.00047359144066860814
2016-01-29,-0.0021431122063925168,-0.012479764416245653,0.024377349666716785,0.0038482826092700595,0.008476587707905159,0.01116636331608123,0.029172518937752523,0.027922334433967855
2016-02-01,-0.016912882086553838,-0.11353689037098791,-0.00036138407896757485,0.01028523735300313,-0.004948977751055961,-0.006123889234151525,-0.016663759169592618,-0.0041437141957128
2016-02-02,0.0037313379224566123,0.10306598121798283,-0.01802215514781047,0.00037013683482878257,0.018552191817207797,-0.0013131035698784599,-0.03336827029008693,-0.02773920015249165
2016-02-03,-0.012015000811941845,0.03650128707514222,0.00599494829456404,0.010731831819877025,-0.008293344355803423,-0.015980598636215815,0.03560450643072577,0.0009510131114318643
2016-02-04,0.053101883596091914,0.01951603399388624,0.0015682333872031329,0.012082377069329242,0.004845724038800681,-0.008428406692443047,-0.0005235389126754253,0.008551097444564393
2016-02-05,-0.007815785271063524,-0.015147166064141793,-0.01905015156054557,0.015827077912906162,0.0011666320909986538,0.005804888063726699,-0.023223359881681116,-0.013188865891132884
2016-02-08,-0.033894848071413075,0.252383821913438,-0.013461020592586581,0.013443751249405,0.02151961036507055,-0.004740792438006403,-0.005184074149970019,-0.02529830683385692
2016-02-09,0.006913969217119842,0.27198336997097305,5.3901989724103316e-05,-0.002196257541759894,0.0010647150642617564,-0.005177591400849946,-0.024079067670191412,-0.0014692485181321269
2016-02-10,0.01494564280830768,0.09682443925788187,-0.0008627967946913673,0.007747818623272451,0.008812492291199403,-0.001873636991231109,-0.004050841744432709,-0.0053947491906264355
2016-02-11,-0.005227303275928796,0.3554435492960286,-0.013008061782981306,0.0401886992042193,0.007003599530021498,-0.0034414624377431258,-0.004252163830421485,-0.03057204212039455
2016-02-12,0.012140022486580415,-0.07751742029901365,0.020616888657319254,-0.005879363032051943,-0.016601863598842193,0.0043952052016567045,0.026364614794905927,0.042217770227300555
2016-02-16,0.06044039368869747,-0.22204695167460498,0.016878282237962283,-0.030331226332987904,-0.010570337563866494,0.009272758475936671,0.00994940419506296,0.01610537499759368
2016-02-17,0.021679126374877677,-0.12931923462849537,0.016334735606784,0.00618634429410414,-0.006148666881907294,-0.0008258679548505121,0.03277803969799464,0.013448589450436144
